path,kind,zone,mutability,lead_agentz,support_agentz,route,notes
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/AGENTS.md,markdown-document,framework-support-source,editable-route-control-with-claim,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,local or recursive Agentz route card
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/CLAUDE.md,markdown-document,framework-support-source,editable-route-control-with-claim,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,Claude routing shim
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D24_PSYCHOLOGY.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D25_NEUROSCIENCE.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D26_COMPUTATION.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D27_GAME_THEORY.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D28_MYTHOLOGY.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D29_SPIRITUAL.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D30_SOCIAL_POLITICAL.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D31_CIVILISATIONAL.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D32_MATHEMATICS.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D33_EGREGORES.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D34_COMPRESSED_SEED.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D35_DAOIST_INTERNAL_ALCHEMY.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/D36_SUB_SAHARAN_AFRICAN_COSMOLOGY.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_DOMAINS/README.md,markdown-document,framework-support-source,editable-route-control-with-claim,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,human front door
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS,folder,framework-support-source,folder-route-inherits-or-local-AGENTS,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/00_GENERATIVE_TABLE.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/AGENTS.md,markdown-document,framework-support-source,editable-route-control-with-claim,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,local or recursive Agentz route card
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/CLAUDE.md,markdown-document,framework-support-source,editable-route-control-with-claim,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,Claude routing shim
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D13_ROSETTA_R4_EGYPTIAN_MAAT.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D14_ROSETTA_R5_NIETZSCHE.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D15_ROSETTA_R6_TORUS.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D16_ROSETTA_R7_BRAIN.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D17_ROSETTA_R8_AUM.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D18_ROSETTA_R9_GERMAN.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D19a_ROSETTA_R10_GREEK_PHILOLOGY.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D19b_ROSETTA_R10_GREEK_FORMALIZATION.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D20_ROSETTA_R11_IMAGINARY_UNIT.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D21_ROSETTA_R12_MEGALITHIC.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D22_ROSETTA_R13_HEXAGRAM.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D23_ROSETTA_COMPLETE_INDEX.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/D24_ROSETTA_R14_PIE_COMPARATIVE_LINGUISTICS.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/D_SERIES_ROWS/README.md,markdown-document,framework-support-source,editable-route-control-with-claim,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,human front door
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/FAILED_MAPPINGS_AND_TESTING_QUEUE.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/GNOSTIC_DOSSIER.pdf,binary-or-media-evidence,framework-support-source,evidence-binary-preserve-or-replace-with-receipt,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/NAMING_DOCTRINE.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/README.md,markdown-document,framework-support-source,editable-route-control-with-claim,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,human front door
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/ROSETTA_CIVILISATIONAL.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/ROSETTA_COMPUTATION.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/ROSETTA_ECONOMICS.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/ROSETTA_INDIGENOUS_AMERICAN.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/ROSETTA_MUSIC.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/ROSETTA_MYTHOLOGY.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/ROSETTA_NEUROSCIENCE.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/ROSETTA_OPERATOR_PATHOLOGY.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/ROSETTA_PSYCHOLOGY.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/ROSETTA_PSYCHOLOGY_RESEARCH_BRIEF.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/05_SYNTHESIS,folder,framework-support-source,folder-route-inherits-or-local-AGENTS,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/05_SYNTHESIS/07_DEFINITIVE_ONE_BOOK_MOVED.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/05_SYNTHESIS/AGENTS.md,markdown-document,framework-support-source,editable-route-control-with-claim,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,local or recursive Agentz route card
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/05_SYNTHESIS/CLAUDE.md,markdown-document,framework-support-source,editable-route-control-with-claim,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,Claude routing shim
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/05_SYNTHESIS/README.md,markdown-document,framework-support-source,editable-route-control-with-claim,L6 Sādhu,L1 Caṇḍāla; L5 Brāhmaṇa; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,human front door
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS,folder,framework-support-source,folder-route-inherits-or-local-AGENTS,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/00_CORPUS_SWEEP_PROTOCOL.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/00_C_SUITE,folder,framework-support-source,folder-route-inherits-or-local-AGENTS,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/00_C_SUITE/00_PHASE_0_PERSONAE.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/00_C_SUITE/01_EXPERT_ENGAGEMENT_PROTOCOL.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/00_C_SUITE/02_C_ROLE_DETAILED_SPECS.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/00_C_SUITE/03_NICHE_GRAPH_INTEGRATION.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/00_C_SUITE/AGENTS.md,markdown-document,framework-support-source,editable-route-control-with-claim,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,local or recursive Agentz route card
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/00_C_SUITE/CLAUDE.md,markdown-document,framework-support-source,editable-route-control-with-claim,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,Claude routing shim
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/00_C_SUITE/README.md,markdown-document,framework-support-source,editable-route-control-with-claim,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,human front door
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/00_MASTER_MANIFEST.md,markdown-document,framework-support-source,editable-route-control-with-claim,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/00_THE_SEVEN_OPERATOR_GENOTYPE.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L5 Brāhmaṇa,L3 Vaiśya; L6 Sādhu; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/01_CANDALA_FIREWALL,folder,framework-support-source,folder-route-inherits-or-local-AGENTS,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/01_CANDALA_FIREWALL/AGENTS.md,markdown-document,framework-support-source,editable-route-control-with-claim,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,local or recursive Agentz route card
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/01_CANDALA_FIREWALL/AGENT_SPEC.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/01_CANDALA_FIREWALL/CLAUDE.md,markdown-document,framework-support-source,editable-route-control-with-claim,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,Claude routing shim
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/01_CANDALA_FIREWALL/OPERATIONAL_RUNBOOK.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/01_CANDALA_FIREWALL/README.md,markdown-document,framework-support-source,editable-route-control-with-claim,L1 Caṇḍāla,L2 Śūdra; L3 Vaiśya; L6 Sādhu,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,human front door
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/02_SUDRA_EXPLORER,folder,framework-support-source,folder-route-inherits-or-local-AGENTS,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/02_SUDRA_EXPLORER/AGENTS.md,markdown-document,framework-support-source,editable-route-control-with-claim,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,local or recursive Agentz route card
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/02_SUDRA_EXPLORER/AGENT_SPEC.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/02_SUDRA_EXPLORER/CLAUDE.md,markdown-document,framework-support-source,editable-route-control-with-claim,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,Claude routing shim
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/02_SUDRA_EXPLORER/OPERATIONAL_RUNBOOK.md,markdown-document,framework-support-source,source-document-edit-with-claim-and-evidence-tier,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/02_SUDRA_EXPLORER/README.md,markdown-document,framework-support-source,editable-route-control-with-claim,L2 Śūdra,L1 Caṇḍāla; L3 Vaiśya; L7 Ṛṣi,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,human front door
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/03_VAISYA_AUDITOR,folder,framework-support-source,folder-route-inherits-or-local-AGENTS,L3 Vaiśya,L4 Kṣatriya; L5 Brāhmaṇa; L6 Sādhu,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,
01_EMERGENTISM/08_FRAMEWORK_SUPPORT/08_AGENTS/03_VAISYA_AUDITOR/AGENTS.md,markdown-document,framework-support-source,editable-route-control-with-claim,L3 Vaiśya,L4 Kṣatriya; L5 Brāhmaṇa; L6 Sādhu,supporting governance/operators/evidence/agent grammar; route to source owner before summary edits,local or recursive Agentz route card
