path,tracked,git_status,bytes,sha256,top_lane,authority_role,proposed_disposition,k_owner_or_relation,proposed_destination,absorber_or_successor,gate,review_state,rationale
03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/SUDA_2025_MOBIUS_CONTROL_FOR_BINARY_OPPOSITIONS.pdf,yes,,131,4ff553d8a2d62dc86855b32b1f9e1551d2c2c718212c8a83b4d38d97b51b5171,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/SUDA_2025_NEW_ONTOLOGY_OF_ENERGY_ZERO_INFINITY_INFINITE_EGG_PART_I.pdf,yes,,132,aaad417914a4779378245d475d39607e7c741031fdd930af7cc3f4fbbb36a0f0,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/SUDA_2025_PART_III_OPERATIONAL_INVARIANTS_FRACTIONAL_FLOWS_MEASUREMENT_PROTOCOLS.pdf,yes,,131,78afdbaf61c2e9032507c7f0f572066c0f23f6ab673c84e268288a8ffc2b713e,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/SUDA_2025_PART_II_CRITICAL_ONE_AND_EGG_OF_INFINITY.pdf,yes,,131,4be7fb3bd2882dc224490551bb254ddf45edfb771ab2b655614ca03cc894a30e,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/SUDA_2025_PART_I_DOUBLE_INVERSION_AND_PHASE_OF_TWIST.pdf,yes,,131,4b71aba50a20272f82e8d159a08e7235e88f1bf101bae1b1fca0e9ce6f1e8d65,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/SUDA_2025_PRIMAL_EQUATION_OF_INDETERMINACY.pdf,yes,,131,866d3f2a29ff4c1a958665838c548b5341339f9bf7924e49f91afcbc9fd94d21,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/SUDA_2025_RESONATING_GENES.pdf,yes,,131,dcd84596a6d1d8d55c14c163c987f58fc74b156df129dba5baeb5871a84243da,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/SUDA_2025_STRUCTURAL_INTERPRETATION_OF_MOBIUS_STRIP.pdf,yes,,131,a0a6ac62c670e9226d55357f09fbd3815038d87adb631c4e99be7f90bf3ad84c,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/FINITY_PAPERS/_SOURCES/SUDA_2026_DEMYTHOLOGIZING_LUCK.pdf,yes,,131,6b6471821dc2ebb20508426b87e0ebfd40876c5ff02dfaf5ddf8157c78c322e7,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_A_FRAME_ALGEBRA.md,yes,,25190,d73e685f3486621e69b8c877d9a58ce6bedbd990e70de59a6921ace0d7c30bda,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_B_BLOCH_BURRI_IDENTITY.md,yes,,34614,27633fbe6afb9fbff3786604e5f116ac911e913f1a93d722cfaa2537d4f3d490,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_C_PHOTON_UNIT_OF_ACCOUNT.md,yes,,15851,801118b6b17ee3e1cddfa64c3662106f9b0dd6eec03ec594b4971de0fba59e7e,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_D_WAVE_PARTICLE_DUALITY.md,yes,,18223,74e026bdbafdb796ddda6fee153d5e9a665e920ad0b2a7c5a02bd2fa1b470b22,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_E_UNCERTAINTY_PRINCIPLE.md,yes,,13332,6c2b1b67f6bd3ab391478f7157b26577176a64e6bc9169a9e4083287f3db3ee1,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_F_K_MINIMAL.md,yes,,17274,dca9845e30bb9154042ae324fef9985443156a199f07cb023a3acc5bcc9bba26,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_G_BIOLOGICAL_PREDICTIONS.md,yes,,18014,ee6c6a5ad0b4c74bbc9d28146e53fefdf5914aa7766fe6ea27e079d2ead6ddd3,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_H_DIMENSIONAL_COSMOLOGICAL.md,yes,,18101,5448380f90fdd2e021730f9d670a6a831338de8d9d1b21c51122868f3dbaff9b,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_I_KNOWN_UNKNOWNS_PROGRAM.md,yes,,14442,3a73cb27661263bd54fd2230964e428ab86787d2a7d05cb47da0b7a2d9b7123f,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_J_PROTOCOL_R_WITHOUT_LAB.md,yes,,6197,eb4994fb9ca77cb4e6834194e4fbbda6c6391abe557202c0943e31751c700b96,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_J_SUPPORT_DATASET_MODELING.py,yes,,4613,5817345c0f5c4c34c138d32da8a5134824f215997c99e04fbf30a6a7ee3dbd73,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_K_AMRITA_AT_ZERO_COST.md,yes,,5046,455f16330d79838ce69932c1b90617fdfc5a4f6bdf773d7c14ba4a7f776311a1,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_L_PHI_METER_CORRELATION.md,yes,,5734,1b66908524b5afd31dffd2a591d9beb1754baf62d32b4188381ce620bc138af6,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_M_SPHERE_AS_TRANSLATION_LAYER.md,yes,,6240,9701e7129e9231cc16fbbc65f3d5abbcbaadab994110eace310e9f7617493ba2,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_N_PRODUCTIVE_TRANSCENDENTAL_WAGERS.md,yes,,5348,fa638eea0b8fdef32e9ae449a4526b80d3513b15b139386ad5137453c4981bde,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_O_STRONG_WEAK_EMERGENCE_D5.md,yes,,11835,9f36e6d908405e5d22bf9d55ccac5b8ab954308e1b43175ee4b4ad58300b603b,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_P_SU3_OBSTRUCTION_BARE_S2.md,yes,,7571,1a88aa9911c135a8f5b04e94ce63db5fe1cd062c11e71653acf8c8e70a56ccf8,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_T_ANTI_IDOLATRY_AT_SCALE.md,yes,,5624,6e5ce83ff18271240b59e32ee307f1ba530a528747648cd80b7aed5d1f778ae4,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_U_THE_PRACTICE_BRIDGE.md,yes,,5540,da934e3a20d3a700d2a3544ffe741810a10673d7720f04e35cc478b9e501a399,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_V_STEELMAN.md,yes,,29298,6c3a377f785d4541753b568b17b4a2eb2764bd686b48f3720d05bd3cee90717d,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_W_DESCENT_ASYMMETRY.md,yes,,21012,94281ce8c48eca5d895a4232b5ea8ab0c6a91d8d2fd99f232c4a8385b388bd8f,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PAPER_X_INFORMATION_TOPOLOGY_AND_MACRO_CONSTRAINTS.md,yes,,17204,520903e9a1debafcfcf2942ec324008ad59f6b4bf45ad1743fdaa574b01fb1ef,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/00_AXIOMS_AND_STATUS.md,yes,,10019,b3477a98ffc6dbc0cf35ad7cf1adf0249242771236ee41cf25d47966ae3eab3b,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/00_CORE_NARRATIVE_COHERENCE_CHECK.md,yes,,5234,48d66bcb0d6ca8abe68f6230558df28e97184da51c1014cb7e811130f2ea3660,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/00_COSMOLOGY_AND_CONSTITUTION_AUDIT.md,yes,,15465,140beaef6121f1b774a2417f38d32316d9926a9016b23906be16f028efc7f474,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/00_FINDINGS_AND_CONJECTURES.md,yes,,23938,7e22eed1e65b59f12b35d36c9f8a602cf353d102f092928edd04a112dd2c8118,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/00_FRONTIER_KNOWN_KNOWNS_AND_UNKNOWNS.md,yes,,10060,802aea3b0fe139dcd09121d7721a5addccdf8938ebf9dd85138909c082b3412d,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/00_NEXT_EXPERIMENTS_SPECS.md,yes,,11567,81f75b666755c946945828c47b72293ddf99df4236d77d4d730462096f18d389,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/00_PROGRAM.md,yes,,16083,b54c4fd9b315855a01d755b6cfb73f76a769230a25932c1ca1d2fa377c2cddb5,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/AXIOM_PAPERS/AX1_THE_EQUATION.md,yes,,3942,4faf893e222cf31f4ed7e2d446695cb0afeb2ef88c09392188d0482391ebae78,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/AXIOM_PAPERS/AX2_THE_ETHIC.md,yes,,5645,87ccd5eb2577db9b593b794e1a8efea903216d3ba5236a11a7f02d91bca9bc6e,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/AXIOM_PAPERS/AX3_THE_SCAFFOLD.md,yes,,3024,ff98d9a5a6b97a436d2197a6fa5fd53b43eec6f24796395e1bee87ad371a51f0,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/AXIOM_PAPERS/AX4_THE_BOUNDARY.md,yes,,4649,b49c51a8c26d16c4daf7e89981bbd62aa5062efa1c2f5c02c6d26ddb33ddc479,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/AXIOM_PAPERS/AX5_THE_EGREGORE.md,yes,,8465,b11a607f564c78914f3d9c62212d0687c6ea8cca4b23b4c41ec2c83f9ffed7d2,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/AXIOM_PAPERS/AX6_THE_ARCHITECTURE.md,yes,,6272,277129ada3cdc80a406df12bfeb61f8adea7e17e3dbbe458d378dfa20f28baa5,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/AXIOM_PAPERS/AX7_THE_CORRECTION.md,yes,,4901,84bec259559bdbddd17c11d404e4788932c71f01d09fbe76b100871119e8f2e3,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/AXIOM_PAPERS/README.md,yes,,4125,5bccc84a48bfec2140e3df58ced32b301232c8925bc7abf77a9c3d438677782d,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/CITATIONS_VERIFIED.md,yes,,7506,8091f275cd43e1ee79895c9132145a2af54c471c2ee94c54ee5187961d863be2,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/E2_REFLEXIVE_RESULTS.md,yes,,18534,890fabf073b9573cca76d17ac9d8fd9033bb6ced25a06c982e2912f4e1bf9fc3,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/E2_SUPPORT_REFLEXIVE_EMPOWERMENT_SIM.py,yes,,17707,b5bed05d73d018bcb4bf86f25fce1d3d8b2c37118d602dad6a286a2b3490cc3b,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/E2_SUPPORT_REFLEXIVE_EMPOWERMENT_SIM_V2.py,yes,,11107,4564f7a370caa330207b5d3605516d279125e253249414bdf4f7d8d204da107c,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/E2_SUPPORT_REFLEXIVE_EMPOWERMENT_SIM_V3.py,yes,,16214,f26153085e922186aba223a63691623c2f1f57fa43c26e3911a36c41a3e2e143,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/LITERATURE_GROUNDING.md,yes,,14372,154926950e2f75f1e643e83aa58a921308244b56e6110ba08bc260d5b840c822,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/R1_FRAMES_NOT_OPERANDS_DRAFT.md,yes,,19220,964a9cfca068bfc3ba7a036b5c810e1832db641e6233e545dc4d00dfce9f5f94,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/R2_CHARIOTEER_BENCHMARK_PREREG.md,yes,,4919,5bc5ab1206364e82617eef18074d3fe571ec97b8dc0edbeae296ad2d0f755951,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/R2_HARNESS/BATTERY_FROZEN_SHA256.txt,yes,,122,c1b158381e65fbfe669c1cae2858642be943323a88eb0a823962d06838cd60ba,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/R2_HARNESS/PILOT_DEEPSEEK_DRIFT.json,yes,,9703,f80dbf626d513883b2e0c3a354ea8000e3facb964f6471d1b6f02f395e097d73,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/R2_HARNESS/PILOT_DEEPSEEK_DRIFT_ABLATION.json,yes,,21619,c4d487e8ae530de574ebc4c28bdda0e0a65ced62005e4b6d9065d7ccc8c540eb,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
03_METHODOLOGY/02_THE_PAPERS/PEER_REVIEW_PROGRAM/R2_HARNESS/PILOT_DEEPSEEK_DRIFT_ABLATION_RESULTS.md,yes,,5828,f0f4059ab8cc43fb76b218dcaa7035372b679386b0a8fb3ffd08693481ef4128,03_METHODOLOGY,EVIDENCE,KEEP_PAPER_REVIEW,K-4/K-7 evidence,,,NO_MOVE_PROPOSED,PAPER_VERDICT_REQUIRED,"Paper remains evidence, never automatic canon; banner may require KEEP/REVISE/GRAVE verdict."
