path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM/11_UPLINK,folder,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/20_SCOPE/24_A_BRAHMANISM_SCOPE.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/20_SCOPE/25_EXPERIMENT_SCOPE.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/20_SCOPE/25_FLAGSHIP_PAPER_BRIEF.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/20_SCOPE/26_BEHAVIOR_IS_MULTIPLICATIVE_NOT_ADDITIVE_BRIEF.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/20_SCOPE/27_ULTIMATUM_GAME_STUDY_DESIGN.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/20_SCOPE/28_ULTIMATUM_DATASET_SELECTION_AND_VARIABLE_MAP.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/20_SCOPE/29_ULTIMATUM_PREREGISTRATION_SKELETON.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/20_SCOPE/AGENTS.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/20_SCOPE/CLAUDE.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/20_SCOPE/README.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/25_EXPERIMENTS/25_FLAGSHIP_PAPER_BRIEF.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/25_EXPERIMENTS/AGENTS.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/25_EXPERIMENTS/CLAUDE.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/25_EXPERIMENTS/README.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/30_SYNERGY.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/31_HOW_THE_SYSTEM_SYNERGIZES.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/32_FEE_DOCTRINE.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/33_K2_INTELLIGENCE_NON_NEGOTIABLES.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/34_EXTENSION_GATE_CHECKLIST.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/35_IMMUNE_SYSTEM_ECONOMICS.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/36_MAYA_WARNING.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/37_A7_SYNTROPY_PATCH.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/38_PHI_METER.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/39_COGNITION_SUBSTRATE_INTERFACE.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/40_EMPTY_THRONE_GOVERNANCE.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/41_VMOSK_CORTEX_SYNTHESIS.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/42_K4_BUSINESS_ACCOUNT_CONTINUITY.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/43_NEXUS_TO_DAC_UPGRADE_PROTOCOL.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/44_K2_ATTESTATION_PACKET_SPEC.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/44_REORIENTATION_AFTER_EXIT_AND_UPGRADE.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/44a_REORIENTATION_AFTER_EXIT_AND_UPGRADE.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/45_PHI_V_SUITE_SYNTHESIS_AND_NEXT_TARGET.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/46_PHI_METER_TELEMETRY_PLAN.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/47_SPECTRE_IMMUNE_SYSTEM_SPEC.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/48_ARCHETYPE_OPERATOR_PROTOCOL_COMPRESSED.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/52_K4_BOND_SMART_CONTRACT_SPEC.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/AGENTS.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/CLAUDE.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/30_PROGRAMS/README.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/40_MEMETIC_DEFENSE_DOCTRINE/00_INDEX.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/40_MEMETIC_DEFENSE_DOCTRINE/01_MIND_HARDWARE_CULTURE_SOFTWARE.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/40_MEMETIC_DEFENSE_DOCTRINE/02_HARDWARE_SOFTWARE_EVOLUTION.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/40_MEMETIC_DEFENSE_DOCTRINE/03_HARDWARE_SOFTWARE_CONFLICT.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/40_MEMETIC_DEFENSE_DOCTRINE/04_ANCIENT_EGREGORE_ARCHITECTURES.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/40_MEMETIC_DEFENSE_DOCTRINE/05_ANTI_MEMETIC_DEFENSE_ARCHITECTURES.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/40_MEMETIC_DEFENSE_DOCTRINE/06_APPLIED_MEMETIC_DEFENSE_STRATEGIES.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/40_MEMETIC_DEFENSE_DOCTRINE/AGENTS.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/40_MEMETIC_DEFENSE_DOCTRINE/CLAUDE.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/40_MEMETIC_DEFENSE_DOCTRINE/README.md,markdown-front-door,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/50_AUDITS_AND_EXECUTIONS/100_ROOT_STRUCTURE_OPTIMAL_OUTLINE_2026_05_07.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/50_AUDITS_AND_EXECUTIONS/2026-05-24_L7_RUMINATION_COMPRESSION_PRUNING_PROPOSAL.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/50_AUDITS_AND_EXECUTIONS/2026-05-24_L7_RUMINATION_EVIDENCE_AUDIT_REPORT.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/50_AUDITS_AND_EXECUTIONS/50_IMPLEMENTATION_REVIEW.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/50_AUDITS_AND_EXECUTIONS/50_ORGANISM_MASTER_MAP.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
01_EMERGENTISM/11_UPLINK/50_AUDITS_AND_EXECUTIONS/51_EFFECTIVENESS_EFFICIENCY_AND_LOGIC_AUDIT.md,markdown-document,uplink,compressed-routing,L4 Ksatriya,L1 Candala; L2 Sudra; L3 Vaisya; L5 Brahmana; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,COMPRESSED_ROUTE_COVERED,2026-06-04,Compressed routing and packet memory for agent orientation; owner-lane source files outrank summaries.,03_AGENTZ_DEPLOYMENT_11_UPLINK_2026_06_04.md
