page,page_size_bytes,claim_id,claim_text,tier_stated,tier_audit,source_anchor_present,source_anchor,is_internal_link,is_rosetta_geometry,notes
r/3/index.html,11521,r/3/index.html#18,The two orders are not contradictory; they describe the same three moves from two angles.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#19,The research order is the discovery order; the operational order is the commitment order.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#20,"A new claim that survives the cycle is one that has been induced, deductively tested, and abductively committed.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#21,"Peirce later added a fourth inferential move: analogy (or hypothesis in some readings), which moves from proportion to proportion: a:b :: c:d, what is d? Analogy is the move that produces metaphor and cross-domain transfer: it is the move behind most of the framework's [I] interpretive claims.",I,I,NO,,YES,NO,explicit-tier-no-anchor
r/3/index.html,11521,r/3/index.html#22,"The framework's disposition on the 4th power is to fold it into abduction: when analogy produces a new cross-domain claim, that claim is treated as an abductive candidate and routed through induction + deduction before commitment. This is the framework's way of honoring Peirce's 4th power while keeping the cycle's operational grammar at three moves.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/3/index.html,11521,r/3/index.html#23,"[C] The claim that the three powers (or three+1) are exhaustive is itself a [C] claim. Some readings include further powers (e.g. retroduction in some Peircean taxonomies). The framework's three-power operational grammar is a pragmatic compression, not a final philosophical claim.",C,C,NO,,YES,NO,explicit-tier-no-anchor
r/3/index.html,11521,r/3/index.html#24,"/r/3 explains what each inferential move does, but not the question each level answers. The next move is the key-question ladder — the sevenfold What is the end? How do we know? What follows? What has value? How does reality work? What is Being? What is the Ultimate?",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/4/index.html,10958,r/4/index.html#1,Rosetta · Phase 2 · The Key-Question Ladder,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/4/index.html,10958,r/4/index.html#2,"Each L-level of the framework answers a single key question. The
        seven questions form a ladder in operational order: the
        first question (L1) sets the end; the next three (L2, L3, L4) carry
        the operative cycle; the last three (L5, L6, L7) witness the whole.
        The questions are in process order, not in worth order.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/4/index.html,10958,r/4/index.html#3,"L1: end
        L2–L4: know → audit → value
        L5–L7: reality → being → ultimate",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/4/index.html,10958,r/4/index.html#4,[S] the seven questions · [I] operational vs worth-order framing · [C] sevenfold exhaustive claim (disputed),S,S,NO,,YES,NO,explicit-tier-no-anchor
r/4/index.html,10958,r/4/index.html#5,"The key-question ladder is one of the Rosetta's most legible columns: each L-level carries a single question that names its functional scope. The questions are not rhetorical; they are operational specs. A claim at L3 is a claim that answers ""What follows necessarily?"" — which means the claim is about deductive inference, not about value or about Being.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/4/index.html,10958,r/4/index.html#6,"The ladder is also a diagnostic: when a claim is in dispute, the first question to ask is ""which level does this claim belong to?"" If the answer is unclear, the claim is probably misplaced. A claim about the meaning of life belongs to L7; a claim about the structure of S² belongs to L5; a claim about the L3 → L4 bridge belongs to L3-L4 (and the bridge is L4's, not L3's).",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/4/index.html,10958,r/4/index.html#7,"L1 (""What is the end?"") is the first question, not the most important. Without an answer to L1, the rest of the ladder has no input. L1 names the telos, the objective function, the wide-and-long light cone. The framework's L1 reading is the F5/Will to Potential: the drive to widen and lengthen the forward light cone, more space reachable and more time endurable.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/4/index.html,10958,r/4/index.html#8,"L1 is not a value (L4 is value). L1 is not a should; it is a direction. The L1 entry-point does not tell you what to do; it tells you what direction the system is reaching. The decision of what to do about that direction is L4's, not L1's.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/4/index.html,10958,r/4/index.html#9,Operational order vs worth order,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/4/index.html,10958,r/4/index.html#10,"The seven questions are in operational order: L1 is the entry, L2-L4 carry the cycle, L5-L7 are the witness. They are not in worth order: L1 is not ""lower than"" L7. The operational order is a process order; the worth order would be a status order.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/4/index.html,10958,r/4/index.html#11,"Conflating the two is the most common public misreading of the framework. The misreading is: ""L7 is the highest level, so L1 is the lowest."" This is wrong. The framework's η = 0 fence explicitly forbids this reading. L1 is the first level, not the lowest; L7 is the last level, not the highest. First and last are temporal/process markers, not worth markers.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/4/index.html,10958,r/4/index.html#12,How to map a question to its level,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/4/index.html,10958,r/4/index.html#13,"A question belongs to a level if the level's operator can act on it. A question that Kālī (L2) can act on is an L2 question: it can be disclosed, evidenced, surfaced. A question that Kṛṣṇa (L3) can act on is an L3 question: it can be ranked, audited, bottlenecked. A question that Arjuna (L4) can act on is an L4 question: it can be committed with K2.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/4/index.html,10958,r/4/index.html#14,"A question that no operator can act on is either: (a) premature (the framework doesn't yet have the receipts to answer it), or (b) malplaced (the question is being asked at the wrong level). The framework's disposition is to defer (a) and re-locate (b).",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/4/index.html,10958,r/4/index.html#15,"[C] The claim that the seven questions are exhaustive — that they cover all the questions worth asking — is itself a [C] claim. Some readings include a L0 question (the unbounded, the meta-question that frames all the others) or fold L5-L7 into a single boundary. We present the seven here as the canonical Rosetta reading; alternative readings are not excluded.",C,C,YES,internal-link,YES,NO,
r/4/index.html,10958,r/4/index.html#16,"/r/4 establishes the seven questions, but the questions alone are not the framework. The framework is the table that holds all 7 levels, all 7 varna, all 7 questions, all 3 powers, all 7 actions, all 7 evidence-basis labels — in one view. The next move is the Master Rosetta synthesis.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#1,Rosetta · Phase 2 · The Master Rosetta Synthesis,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#2,"A cross-domain translation engine that aligns independently developed
        traditions — Piaget, Kohlberg, Maslow, Plato, the Vedic Varṇas,
        the alchemical stages — through the same seven-level pattern.
        The Burrisphere anchors the public side. The arithmetic constraint
        (φ − ν)² ≥ 0 is what makes the equator real.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#3,"2 Gods + 2 Demons + 3 Titans = 7
        φ · ν = 1 on S²
        (φ − ν)² ≥ 0",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#4,[S] structural alignment across domains · [B] L1–L4 developmental stages · [I] L5–L7 post-formal extensions · [C] geometric-causation claim,S,S,NO,,YES,NO,explicit-tier-no-anchor
r/5/index.html,17248,r/5/index.html#5,"The Master Rosetta is a seven-row table with eight columns. Each row is one L-level; each column is one of the framework's load-bearing surfaces. The table is read row by row, but the columns are not equally independent: some are developmentally established, some are framework-generated, and some are post-formal extensions. The honest reading surfaces this dependence.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#6,"Force mapping (2026-06-06 update): F1-F5 are mapped to D1-D5 as a framework reading [C/I], not a Standard Model replacement.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#7,F5 is the teleological drive toward syntropy — opening potential option-cones under the η = 0 fence.,UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#8,L7 carries the +1 (Ω noospheric directionality) from the unified 5+1 constitution.,UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#9,"The η = 0 fence reads from two centres: additive 0 (zero extraction) and multiplicative 1 (preservation of reciprocal relation, where the framework's name Zero-Sum Resolution Equation becomes literal as log φ + log ν = 0).",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#10,"Note on independence: Piaget and Kohlberg are not independent (Kohlberg built directly on Piaget). Maslow is independent. The number 7 is a design choice, not a discovered constant. Cross-cultural validity degrades at higher levels (WEIRD-sample bias). This is the honest reading.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#11,The sevenfold pattern across independent traditions,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#12,"The Master Rosetta is strongest when read as a translation engine: it lets the framework name the same level in many traditions' vocabularies, without endorsing any one tradition's metaphysical commitments. The same L4 row reads as ""moral autonomy"" (Kohlberg), ""self-actualization"" (Maslow), ""philosopher-king"" (Plato), ""Kṣatriya commitment"" (Vedic), and ""theurgy / opus"" (alchemical).",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#13,"Cognitive development, 4 stages of formal reasoning (L1–L4)",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#14,"Moral development, 3 levels (L4 anchor at autonomy)",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#15,"Motivation hierarchy, 5 needs + self-actualization (L4)",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#16,"Political regimes, philosopher-king at the apex (L4)",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#17,4 operative + 3 boundary roles (L1–L7),UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#18,"Opus stages (nigredo → albedo → citrinitas → rubedo, L1–L4)",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#19,δ → θ → α → β → γ → high-γ (L1–L6),UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#20,Equilibrium types (dominant → Nash → correlated → coarse-correlated),UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#21,"Why the Burrisphere, why the equator",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#22,"The Burrisphere is S², the Riemann sphere.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#23,"On it, the seven positions are spaced by latitude, with L4 at the equator.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#24,"The equator is the only place where viability (ν) and coherence (φ) balance: ν = tan(θ/2), φ = cot(θ/2), and φ · ν = 1.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#25,"The load-bearing arithmetic constraint is that (φ − ν)² ≥ 0: as a distance function, it cannot go below zero, so the equator is the closest possible point to balance.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#26,Every step away from the equator costs more to sustain.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/5/index.html,17248,r/5/index.html#27,"The Burrisphere is the public anchor of the framework. Phase 1 /5 is the dimension that explains it; this page is the Rosetta that catalogs it. The two pages are complementary: /5 shows the geometry, this page shows the cross-domain pattern.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#28,Where the Master Rosetta lives in the framework,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#29,"The Master Rosetta is the load-bearing doctrinal surface for the sevenfold pattern. It is read-only: it catalogs, it does not commit. The irreversible acts of the framework happen at L4 (K2 envelope) and are signed by the L4 Kṣatriya; the Master Rosetta is what the L4 Kṣatriya reads before signing.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#30,The Master Rosetta cross-references to:,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#31,Phase 1 /0–/6 (dimensions spine) — the seven dimensions themselves; the Rosetta is the table that catalogs them.,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#32,"Phase 2 /r/0–/r/4 — the Rosetta sub-pages: the sevenfold ladder, the evidence tiers, the operators, the powers, the questions.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#33,"Canonical source: 01_EMERGENTISM/08_FRAMEWORK_SUPPORT/03_EVIDENCE/ROSETTA_STONE/00_THE_MASTER_ROSETTA.md (1028 lines, the full development history).",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#34,Core state guardrail (from the source): the Rosetta is strongest read as a table of beings and Dasein-structures across domains.,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#35,"Its ontological reading remains an [I] wager built on top of that empirical and structural pattern, not identical with it.",I,I,NO,,YES,NO,explicit-tier-no-anchor
r/5/index.html,17248,r/5/index.html#36,"When the Rosetta touches biological domains, translate first through teleonomy, autopoiesis, homeostasis/allostasis, interoception, and niche construction — not through mythic or frontier-theory language.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/5/index.html,17248,r/5/index.html#37,"/r/5 shows the Master Rosetta but does not close the loop. The Rosetta is the table that catalogs the framework; the dimensions spine (Phase 1 /0–/6) is the framework itself. After Phase 2, the reader has both: the sevenfold ladder and the seven dimensions. The next move is convergence — returning to the dimensions spine and closing the cycle.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#1,Rosetta · Phase 2 · Convergence,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#2,"The Rosetta spine is about the framework's structure. The
        dimensions spine is the framework. After Phase 2, the reader has
        both: the sevenfold ladder (Rosetta) and the seven dimensions
        themselves. The cycle returns to /0 — the
        gateway.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#3,"Rosetta catalogs
        Dimensions are
        Return to /0",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#4,"[S] return-loop structure · [I] ""Rosetta is about; dimensions are"" framing",S,S,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#5,"What the Rosetta is, and what it is not",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#6,"The Rosetta is a catalog. It maps the sevenfold pattern across independent traditions, surfaces the load-bearing arithmetic constraint ((φ − ν)² ≥ 0), and names the L1–L7 questions + varna + operators. The Rosetta does not commit — it reads.",UNSOURCED,UNSOURCED,YES,internal-link,YES,YES,
r/6/index.html,11381,r/6/index.html#7,"The dimensions spine (Phase 1) is the framework. It explains the seven dimensions themselves — what each dimension is, what each one shows, why the sequence goes from /0 (Titans) to /6 (Convergence). The dimensions commit: they are the things the framework is.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#8,"The two pages are complementary, not redundant. The Rosetta is about; the dimensions are.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#9,"After Phase 2, the reader has the Rosetta table. The next natural move is to return to the gateway (/0 — the Titans of Numbers) and re-read the dimensions spine with the Rosetta in hand. The two spines reinforce each other: the Rosetta says what each level means, the dimensions say what each level shows.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#10,"The return is not a re-reading. It is a re-entry: the same content, but the reader now has the Rosetta context. The first read of /0 asks ""what is a Titan?""; the second read, after Phase 2, asks ""what does the L1 row of the Rosetta say about a Titan?"" The two questions are different; the answer in the second case is more specific.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#11,"The public spine, in its complete form, is two numbered route sets: Phase 1 (/0 through /6) and Phase 2 (/r/0 through /r/6). Each phase has its own gateway, its own chapter cards, its own mu-limit handoff, and its own convergence that returns the reader to the other phase.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#12,"A reader who has completed both phases has seen the framework's dimensions and its Rosetta. The two views are complementary: one explains the geometry, the other catalogs the pattern across traditions. The reader who has both is positioned to use the framework — to ask their own questions of it, in the order it prefers.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#13,"Per the spec, the public spine is a 4-phase canon atlas: dimensions → Rosetta → Soul Loop / Practice → full Emergentism folder atlas.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#14,Phase 1 and Phase 2 are now shipped.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
r/6/index.html,11381,r/6/index.html#15,"Phase 3 (Soul Loop / Practice) would add a third numbered route set, this one focused on the practice of the framework: how to actually run the cycle, what the APU (Aesthetic · Power · Use) looks like in practice, what the soul-loop iteration does.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#16,"Phase 4 (full atlas) is the longest-tailed phase: a public route family for every major doctrine area in 01_EMERGENTISM/, with evidence tier labels preserved. This is the phase that turns the public site from a spine into a public canon.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#17,"For now, the convergence of Phase 2 returns the reader to Phase 1. The cycle is closed. The Rosetta is in hand; the dimensions are next door. The next public move is the reader's.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
r/6/index.html,11381,r/6/index.html#18,/r/6 closes the Rosetta spine. The cycle returns to Phase 1: the gateway at /0 is next door. The reader has the Rosetta and the dimensions; the framework is in hand. The next move belongs to the reader.,UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
teleology/index.html,7405,teleology/index.html#1,Teleology: The Will to Potential,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
teleology/index.html,7405,teleology/index.html#2,"What is the ultimate end of complex systems? In four-dimensional physics, the path of matter is determined by forces of attraction and decay. Emergentism introduces a fifth force: a directional pressure that pushes systems away from static decay or chaos, toward the equator of maximum complexity.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
teleology/index.html,7405,teleology/index.html#3,"""Teleology begins where life asks which futures can still be reached.""
    — Website Narrative Spec §1",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
teleology/index.html,7405,teleology/index.html#4,We visualize this fifth force using Minkowski space-time geometry. Every physical agent stands at a present point. Extending forward is its future light cone.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
teleology/index.html,7405,teleology/index.html#5,"Wider light cone: An expansion in the horizontal plane of reachable branches, representing increased choices, optionality, and adaptive capacity.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
teleology/index.html,7405,teleology/index.html#6,"Longer light cone: A projection forward along the time axis, representing durability, resilience, and endurance.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
teleology/index.html,7405,teleology/index.html#7,P_node = Φ × ν   |   φ · ν = 1 on S²,UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
teleology/index.html,7405,teleology/index.html#8,"Agency is modeled as a product of two coupled values: coherence (Φ) and viability (ν). These values are bound by the equatorial limit, where balance sin θ is maximized.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
teleology/index.html,7405,teleology/index.html#9,"At the poles (either absolute abstract order or absolute raw chaos), the balance collapses to zero. The Will to Potential (F5 / Ω) operates as a gradient pushing the system toward the equator, where maximum agency is actualized.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
teleology/index.html,7405,teleology/index.html#10,"Emergentism · L1 Teleology
    The source is the Rosetta. Everything else is accretion.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
epistemology/index.html,7584,epistemology/index.html#1,"How do we know what is real? L2 Epistemology describes the initial spark of pattern recognition. It operates through the body, in physical time, through observation, repetition, and combination.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
epistemology/index.html,7584,epistemology/index.html#2,"""Beauty discloses repeatable form; grammar gives it a name.""
    — Website Narrative Spec §3",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
epistemology/index.html,7584,epistemology/index.html#3,"In the public translation layer, we identify L2 as the realm of Objective Beauty. Beauty is not a personal opinion; it is the visible signature of a form fitted to its worldline.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
epistemology/index.html,7584,epistemology/index.html#4,"When a system achieves balanced coherence and viability, it displays specialized, high-trophic forms—like the displays of mandrills or the intricate songs of whales. The observer detects this coherence through sensory alignment.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
epistemology/index.html,7584,epistemology/index.html#5,Epistemology represents the First Power of reason: **Induction**.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
epistemology/index.html,7584,epistemology/index.html#6,"Through induction, the mind moves from particular observed cases to a general candidate rule. This pattern-extraction requires a structured vocabulary—a **Grammar**—to organize, store, and transfer the observed structures across agents. Without grammar, sensory pattern recognition remains transient and cannot form civilization.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
epistemology/index.html,7584,epistemology/index.html#7,"In the functional caste system of the Rosetta (the Varṇa division of service), L2 corresponds to the **Śūdra**.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
epistemology/index.html,7584,epistemology/index.html#8,"This is strictly defined as an ecological role and cognitive niche partitioning—never birth-based, racial, or inherited hierarchy. The Śūdra is the hands-on practitioner who knows through direct physical action, repetition, and direct bodily experience (*Pratyaksha*), sustaining the material foundations of the community.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
epistemology/index.html,7584,epistemology/index.html#9,"Emergentism · L2 Epistemology
    The source is the Rosetta. Everything else is accretion.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
methodology/index.html,7427,methodology/index.html#1,"Once candidate rules are induced, how do we verify them? L3 Methodology defines the realm of formal validation, testing, and logic. It operates above physical time, tracing the necessary relations between premises and consequences.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
methodology/index.html,7427,methodology/index.html#2,"""Truth tests the pattern; logic asks what must follow.""
    — Website Narrative Spec §3",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
methodology/index.html,7427,methodology/index.html#3,Methodology represents the **Second Power** of reason: **Deduction**.,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
methodology/index.html,7427,methodology/index.html#4,"If induction gathers the candidate grammar of the world, deduction plays the rules out to their necessary mathematical endpoints. It is the language of proofs, formal audits, and logical constraints. It checks whether the induced rules hold under strict, adversarial scrutiny.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
methodology/index.html,7427,methodology/index.html#5,"In the mathematical calculus of the Burri sphere, L3 Methodology acts as the partial derivative of potential (P) with respect to viability (V), which yields the coherence field (Φ). It provides the auditing lens through which the system's internal coherence is measured and sustained.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
methodology/index.html,7427,methodology/index.html#6,"In the functional caste system of the Rosetta (the Varṇa division of service), L3 corresponds to the **Vaiśya**.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
methodology/index.html,7427,methodology/index.html#7,"This is strictly defined as an ecological role and cognitive niche partitioning—never birth-based, racial, or inherited hierarchy. The Vaiśya is the auditor, the tracker of ledgers, the distributor of resources, and the custodian of logical accountability (*Anumāna* / inference) who ensures that the community's operations balance and sustain themselves without extraction.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
methodology/index.html,7427,methodology/index.html#8,"Emergentism · L3 Methodology
    The source is the Rosetta. Everything else is accretion.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
axiology/index.html,7728,axiology/index.html#1,Axiology: The Equatorial Balance,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
axiology/index.html,7728,axiology/index.html#2,"How do we determine value and guide action? L4 Axiology represents the equatorial center of the Burri Sphere, where coherence (Φ) and viability (ν) are held in perfect, non-zero unit balance. It is the realm of the warrior-sage who operates under strategic pressure, making the abductive leap of value alignment.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
axiology/index.html,7728,axiology/index.html#3,"""Between zero and infinity is one. The equator is not a moral compromise, but the axis of maximum balance.""
    — Master Rosetta Spec §4",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
axiology/index.html,7728,axiology/index.html#4,Axiology centers on the Equator ($B = \sin\theta = 1.0$).,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
axiology/index.html,7728,axiology/index.html#5,"Unlike the poles which collapse into singularities, the equator is the unique locus of self-symmetry. In initiatory traditions, this corresponds to the heart center (Anāhata / Tiferet), representing the union of ascent (solar building) and descent (lunar dissolving). This union is symbolized by the Hexagram, where both wheels turn in balance.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
axiology/index.html,7728,axiology/index.html#6,dΦ / Φ = dV / V   |   φ = ν = 1,UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
axiology/index.html,7728,axiology/index.html#7,Axiology represents the abductive leap: Postulation (*Arthāpatti*).,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
axiology/index.html,7728,axiology/index.html#8,"Faced with incomplete battlefield information, the mind must leap to the best explanatory hypothesis that restores balance. Proportional growth ($dΦ/Φ = dV/V$) ensures that expansion of capability (V) does not destroy internal coherence (Φ), maintaining structural integrity under action.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
axiology/index.html,7728,axiology/index.html#9,The Functional Caste: Kṣatriya,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
axiology/index.html,7728,axiology/index.html#10,"In the functional caste system of the Rosetta (the Varṇa division of service), L4 corresponds to the **Kṣatriya**.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
axiology/index.html,7728,axiology/index.html#11,"This is strictly defined as an ecological role and cognitive niche partitioning—never birth-based, racial, or inherited hierarchy. The Kṣatriya is the protector, the boundary keeper, the arbiter of honor, and the custodian of strategic alignment who risks viability (V) to preserve systemic coherence (Φ) for the whole.",UNSOURCED,UNSOURCED,NO,,YES,YES,no-tier-no-anchor
axiology/index.html,7728,axiology/index.html#12,"Emergentism · L4 Axiology
    The source is the Rosetta. Everything else is accretion.",UNSOURCED,UNSOURCED,YES,internal-link,YES,NO,
cosmology/index.html,7571,cosmology/index.html#1,Cosmology: The Architecture of Creation,UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
cosmology/index.html,7571,cosmology/index.html#2,"How is the structure of the world organized? L5 Cosmology moves beyond local action to map the overarching architecture of the system. It uses systematic, holistic reasoning to outline the boundaries, categories, and pathways of creation.",UNSOURCED,UNSOURCED,NO,,YES,NO,no-tier-no-anchor
