path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM_ORG/90_ARCHIVE,folder,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/06_TRANSLATION/PEER_REVIEW/REVIEW_PAPERS,folder,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/06_TRANSLATION/PEER_REVIEW/REVIEW_PROOFS,folder,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/08_AGENTS,folder,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/50_AUDITS,folder,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_AUM_ON_THE_BURRI_SPHERE.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/01_TELEOLOGY/00_AUDIT_REPORT_LOGIC_COHERENCE_CONSISTENCY.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/01_TELEOLOGY/AGENTS.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/01_TELEOLOGY/CLAUDE.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/01_TELEOLOGY/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/06_ONTOLOGY/AGENTS.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/06_ONTOLOGY/AUDIT_REPORT.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/06_ONTOLOGY/CLAUDE.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/06_ONTOLOGY/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/07_THEOLOGY/AGENTS.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/07_THEOLOGY/AUDIT_REPORT.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/07_THEOLOGY/CLAUDE.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/07_THEOLOGY/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/08_FRAMEWORK_SUPPORT/05_SYNTHESIS/00_ECOSYSTEM_ARCHITECTURE_ROOT_NOTE_2026_05_25.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/08_FRAMEWORK_SUPPORT/05_SYNTHESIS/00_WEBSITE_NARRATIVE_SPEC_2026_05_30.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/08_FRAMEWORK_SUPPORT/05_SYNTHESIS/AGENTS.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/08_FRAMEWORK_SUPPORT/05_SYNTHESIS/CLAUDE.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/08_FRAMEWORK_SUPPORT/05_SYNTHESIS/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/AGENTS.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/AGENTZ_DEEP_AUDIT_2026_05_23.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/CLAUDE.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_K3_SWEEP_2026_05_31/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_THE_BINDU_WAS_ALWAYS_HERE.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_THE_SITTING_PRACTICE.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_THE_TRANSCENDENTAL_TRINITY.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/00_THE_WEIGHING_OF_THE_HEART.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/00_CORPUS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/2026-05-08_GOOGLE_DOCS_APPLICATION_BACKLOG.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/AGENTS.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/CLAUDE.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/D39_ANIMATION_SPEC.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/D40_GENESIS_SIMULATION.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/DEPLOYMENT_GUIDE.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/00_CORPUS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/AGENTS.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/CLAUDE.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/COMMUNITY/00_GARDENER_NEXUS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/COMMUNITY/contributing.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ECONOMY/00_BRIEF.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ECONOMY/00_GARDENER_NEXUS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ECONOMY/giving/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ECONOMY/k-star/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ECONOMY/mesh-economy/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ETHICS/00_BRIEF.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ETHICS/00_GARDENER_NEXUS.md,markdown-document,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
01_EMERGENTISM_ORG/90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/ETHICS/comprehension/README.md,markdown-front-door,archive,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical Emergentism archive; preserved under K3 and non-authoritative unless active owner lanes cite it.,03_AGENTZ_DEPLOYMENT_90_ARCHIVE_2026_06_04.md
