path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-e-uncertainty-principle,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-f-k-minimal,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-g-biological-predictions,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-h-dimensional-cosmological,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-i-known-unknowns-program,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-i-the-two-faces-of-number,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-ii-division-by-zero-as-category-correction,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-iii-a-product-constraint-as-a-structural-ethic,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-j-protocol-r-without-lab,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-k-amrita-at-zero-cost,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-l-phi-meter-correlation,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-m-the-sphere-as-translation-layer,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-n-productive-transcendental-wagers,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-o-strong-weak-emergence-d5,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-p-su3-obstruction-bare-s2,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-t-anti-idolatry-at-scale,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-u-the-practice-bridge,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-v-steelman,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-vi-emergence-as-lens-on-dasein,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/papers/paper-vii-finity-submission,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/00-corpus,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/00-gardener-nexus,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/00-paradox-suite-audit,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/00-the-extraction-pattern,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-00-index,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-04-zeno,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-05-the-one-and-the-many,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-06-the-ship-of-theseus,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-07-fermi-paradox,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-08-the-liar-paradox,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-09-leibniz-necessary-being,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-10-is-ought,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-11-free-will-vs-determinism,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-12-measurement-problem,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-13-hard-problem,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-14-mind-body,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-15-problem-of-evil,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-16-meaning-of-life,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-18-the-extraction-paradox,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-19-the-hard-problem-of-consciousness,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-20-philosophical-implications,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-21-problem-of-death,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-22-scientific-implications,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-23-the-completion,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-24-the-third-unveiling,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/paradox/pd-25-bell-local-realism,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/partials,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/r,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/r/0,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/r/1,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/r/2,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/r/3,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/r/4,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/r/5,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/r/6,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/read,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/rosetta,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
01_EMERGENTISM/12_PUBLIC_SITE/rosetta-d-series,folder,public-site,source-preserved-frozen,L5 Brahmana,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L6 Sadhu; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,PUBLIC_SITE_COVERED,2026-06-04,Public narrative prototypes plus frozen book-pwa source pending AIA migration envelope completion.,03_AGENTZ_DEPLOYMENT_12_PUBLIC_SITE_2026_06_04.md
