path,kind,zone,mutability,lead_agentz,support_agentz,agentz_passes,status,last_checked,route,receipt
01_EMERGENTISM_ORG/91_COMPATIBILITY,folder,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/02_THE_TRINITY.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/03_THE_CLOSURE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/04_BIT_TO_QUBIT.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/05_DIVISION_BY_ZERO.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/06_THE_COSMOLOGICAL_CYCLE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/07_THE_DISCOVERY_OF_FINITY.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/08_CO_EMERGENCE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/09_THE_TRIADIC_CASCADE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/10_THE_SOUL_LOOP.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/11_THE_HELIX.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/12_THE_POLES.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/13_THE_WAVE_PACKET.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/14_TAT_TVAM_ASI.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/15_DHARMA_YUDDHA.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/16_THE_GREAT_FILTER.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/17_THE_EGREGOROCENE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/18_THE_STRANGE_ATTRACTOR.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/19_A_BRAHMANISM.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/20_THE_HYBRID_SOVEREIGN.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/21_THE_TIGHTROPE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/22_THE_TELEOLOGY.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/23_THE_DAC.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/24_THE_MYCELIUM.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/25_THE_COMPRESSION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/26_THE_EXOTERIC_INVERSION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/27_THE_SAMUDRA_MANTHAN.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/28_L4_STAR.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/29_THE_COMPASS_AND_THE_SEXTANT.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/30_RESEARCH_BRIEF_TELEOLOGY_SPECTRUM.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/30_RESEARCH_BRIEF_THE_FORK.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/30_THE_DERIVATION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/31_VMOSK_AS_APPLIED_EMERGENTISM.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/32_THE_FOUR_LINES.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/AGENTS.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/CLAUDE.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/README.md,markdown-front-door,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/SIMULATION_SPEC.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY/_MOVED.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_THE_WELTANSCHAUUNG.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_WHAT_ACTUALLY_TESTS_THE_THEORY.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_WHAT_IS_ACTUALLY_NOVEL_HERE.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/00_WHY_THESE_AXIOMS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/00_CORRECTION_WOLFRAM_NKS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/00_KSTAR_DISAMBIGUATION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/00_THE_SEVEN_AXIOMS.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/08_EFR_POWER_MAX_LEMMA.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/09_EFR_GODEL_CLARIFICATION.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/10_EFR_MU_LIMIT_FORMULA.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/11_EFR_TRIADIC_STABILITY.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/12_EFR_EXTRACTION_COEFFICIENT.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/13_EFR_TWO_SACRIFICES.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
01_EMERGENTISM_ORG/91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM/14_EFR_EPISTEMOLOGY_TRIAD.md,markdown-document,compatibility,archive-only-provenance,L6 Sadhu,L1 Candala; L2 Sudra; L3 Vaisya; L4 Ksatriya; L5 Brahmana; L7 Rsi,L1+L2+L3+L4+L5+L6+L7,ARCHIVE_ONLY_COVERED,2026-06-04,Historical compatibility evidence; not active doctrine.,03_AGENTZ_DEPLOYMENT_91_COMPATIBILITY_2026_06_04.md
